Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment
11,3/2/12,1376732,0,60,3.36,223.66,6.83
11,10/2/12,1574288,1,52,3.41,223.75,6.83
11,17-02-2012,1569608,0,53,3.51,223.92,6.83
11,24-02-2012,1379473,0,61,3.56,224.13,6.83
11,2/3/12,1438383,0,63,3.63,224.35,6.83
11,9/3/12,1413383,0,61,3.67,224.56,6.83
11,16-03-2012,1441884,0,64,3.73,224.72,6.83
11,23-03-2012,1300594,0,67,3.79,224.79,6.83
11,30-03-2012,1300104,0,70,3.85,224.87,6.83
11,6/4/12,1596325,0,74,3.89,224.94,6.66
11,13-04-2012,1472752,0,73,3.89,225.01,6.66
11,20-04-2012,1315357,0,72,3.88,225.07,6.66
11,27-04-2012,1236238,0,73,3.81,225.12,6.66
11,4/5/12,1370251,0,79,3.75,225.18,6.66
11,11/5/12,1300147,0,75,3.69,225.24,6.66
11,18-05-2012,1352442,0,73,3.63,225.25,6.66
11,25-05-2012,1297336,0,78,3.56,225.25,6.66
11,1/6/12,1361595,0,82,3.50,225.25,6.66
11,8/6/12,1414344,0,82,3.45,225.25,6.66
11,15-06-2012,1417875,0,85,3.39,225.26,6.66
11,22-06-2012,1355680,0,83,3.35,225.31,6.66
11,29-06-2012,1297029,0,88,3.29,225.35,6.66
11,6/7/12,1461130,0,83,3.23,225.39,6.33
11,13-07-2012,1320240,0,82,3.26,225.43,6.33
11,20-07-2012,1344484,0,82,3.31,225.44,6.33
11,27-07-2012,1272395,0,85,3.41,225.45,6.33
11,3/8/12,1399341,0,87,3.42,225.46,6.33
11,10/8/12,1388974,0,86,3.49,225.47,6.33
11,17-08-2012,1421307,0,88,3.57,225.56,6.33
11,24-08-2012,1409516,0,83,3.62,225.69,6.33
11,31-08-2012,1372872,0,86,3.64,225.83,6.33
11,7/9/12,1304584,1,85,3.73,225.97,6.33
11,14-09-2012,1267675,0,80,3.72,226.11,6.33
11,21-09-2012,1326133,0,74,3.72,226.32,6.33
11,28-09-2012,1227431,0,78,3.67,226.52,6.33
11,5/10/12,1422794,0,73,3.62,226.72,6.03
11,12/10/12,1311965,0,70,3.60,226.92,6.03
11,19-10-2012,1232073,0,74,3.59,226.97,6.03
11,26-10-2012,1200729,0,74,3.51,226.99,6.03
12,5/2/10,1100046,0,49,2.96,126.44,13.98
12,12/2/10,1117863,1,48,2.95,126.50,13.98
12,19-02-2010,1095422,0,55,2.92,126.53,13.98
12,26-02-2010,1048617,0,50,2.83,126.55,13.98
12,5/3/10,1077018,0,54,2.99,126.58,13.98
12,12/3/10,985594,0,50,2.93,126.60,13.98
12,19-03-2010,972088,0,60,3.05,126.61,13.98
12,26-03-2010,981616,0,60,3.08,126.61,13.98
12,2/4/10,1011822,0,60,3.09,126.60,14.10
12,9/4/10,1041239,0,59,3.09,126.60,14.10
12,16-04-2010,957998,0,65,3.11,126.56,14.10
12,23-04-2010,993833,0,65,3.05,126.47,14.10
12,30-04-2010,954220,0,67,3.11,126.38,14.10
12,7/5/10,1043240,0,70,3.13,126.29,14.10
12,14-05-2010,966055,0,68,3.15,126.21,14.10
12,21-05-2010,958375,0,76,3.12,126.18,14.10
12,28-05-2010,955451,0,68,3.06,126.16,14.10
12,4/6/10,1049357,0,81,2.94,126.14,14.10
12,11/6/10,1016040,0,91,2.95,126.11,14.10
12,18-06-2010,956211,0,81,3.04,126.11,14.10
12,25-06-2010,958008,0,87,3.08,126.13,14.10
12,2/7/10,951957,0,92,3.11,126.14,14.18
12,9/7/10,943506,0,90,3.10,126.15,14.18
12,16-07-2010,916403,0,97,3.09,126.15,14.18
12,23-07-2010,912404,0,99,3.11,126.13,14.18
12,30-07-2010,913548,0,96,3.02,126.11,14.18
12,6/8/10,967577,0,93,3.12,126.09,14.18
12,13-08-2010,928264,0,87,3.16,126.06,14.18
12,20-08-2010,948447,0,93,3.04,126.08,14.18
12,27-08-2010,1004516,0,93,3.13,126.09,14.18
12,3/9/10,1075759,0,83,3.09,126.10,14.18
12,10/9/10,903119,1,84,3.04,126.11,14.18
12,17-09-2010,852883,0,82,3.03,126.15,14.18
12,24-09-2010,851919,0,82,2.94,126.19,14.18
12,1/10/10,850936,0,85,3.00,126.23,14.31
12,8/10/10,918336,0,72,3.01,126.28,14.31
12,15-10-2010,862420,0,75,2.98,126.33,14.31
12,22-10-2010,857883,0,69,3.01,126.38,14.31
12,29-10-2010,955295,0,61,3.02,126.44,14.31
12,5/11/10,929691,0,65,3.13,126.49,14.31
12,12/11/10,942475,0,58,3.13,126.55,14.31
12,19-11-2010,894494,0,58,3.16,126.61,14.31
12,26-11-2010,1601377,1,48,3.16,126.67,14.31
12,3/12/10,1069533,0,43,3.04,126.73,14.31
12,10/12/10,1121934,0,50,3.20,126.79,14.31
12,17-12-2010,1295605,0,53,3.24,126.88,14.31
12,24-12-2010,1768250,0,52,3.24,126.98,14.31
12,31-12-2010,891737,1,46,3.15,127.09,14.31
12,7/1/11,910110,0,38,3.29,127.19,14.02
12,14-01-2011,812012,0,43,3.31,127.30,14.02
12,21-01-2011,802106,0,54,3.22,127.44,14.02
12,28-01-2011,873119,0,51,3.34,127.58,14.02
12,4/2/11,1046068,0,45,3.35,127.72,14.02
12,11/2/11,1086422,1,51,3.38,127.86,14.02
12,18-02-2011,1128485,0,53,3.43,128.00,14.02
12,25-02-2011,1046204,0,48,3.53,128.13,14.02
12,4/3/11,1085248,0,52,3.67,128.26,14.02
12,11/3/11,997673,0,58,3.82,128.40,14.02
12,18-03-2011,1009502,0,64,3.69,128.51,14.02
12,25-03-2011,954107,0,54,3.91,128.62,14.02
12,1/4/11,1005463,0,64,3.77,128.72,13.74
12,8/4/11,998362,0,64,4.00,128.82,13.74
12,15-04-2011,990952,0,58,3.87,128.91,13.74
12,22-04-2011,1016019,0,72,4.13,128.96,13.74
12,29-04-2011,994966,0,68,4.15,129.00,13.74
12,6/5/11,1021154,0,68,4.19,129.04,13.74
12,13-05-2011,977034,0,71,4.20,129.09,13.74
12,20-05-2011,924135,0,67,4.17,129.08,13.74
12,27-05-2011,964333,0,77,4.09,129.06,13.74
12,3/6/11,970329,0,72,4.03,129.05,13.74
12,10/6/11,996938,0,79,3.98,129.04,13.74
12,17-06-2011,986505,0,87,3.94,129.04,13.74
12,24-06-2011,997283,0,89,3.90,129.07,13.74
12,1/7/11,961993,0,90,3.84,129.09,13.50
12,8/7/11,943717,0,90,3.71,129.11,13.50
12,15-07-2011,936002,0,88,3.69,129.13,13.50
12,22-07-2011,922232,0,91,3.79,129.15,13.50
12,29-07-2011,890547,0,93,3.81,129.17,13.50
12,5/8/11,988713,0,91,3.80,129.18,13.50
12,12/8/11,955914,0,91,3.70,129.20,13.50
12,19-08-2011,966817,0,92,3.74,129.24,13.50
12,26-08-2011,1017593,0,95,3.74,129.28,13.50
12,2/9/11,1052051,0,94,3.80,129.33,13.50
12,9/9/11,922851,1,88,3.91,129.37,13.50
12,16-09-2011,889290,0,76,3.92,129.43,13.50
12,23-09-2011,871693,0,83,3.79,129.52,13.50
12,30-09-2011,866401,0,83,3.88,129.61,13.50
12,7/10/11,951245,0,70,3.83,129.69,12.89
12,14-10-2011,927600,0,67,3.81,129.77,12.89
12,21-10-2011,938605,0,73,3.84,129.78,12.89
12,28-10-2011,990926,0,67,3.73,129.79,12.89
12,4/11/11,1051945,0,60,3.83,129.81,12.89
12,11/11/11,1095092,0,49,3.82,129.82,12.89
12,18-11-2011,970641,0,54,3.81,129.83,12.89
12,25-11-2011,1591920,1,53,3.62,129.84,12.89
12,2/12/11,1071383,0,53,3.70,129.85,12.89
12,9/12/11,1189646,0,42,3.64,129.86,12.89
12,16-12-2011,1293404,0,43,3.60,129.90,12.89
12,23-12-2011,1617612,0,45,3.54,129.98,12.89
12,30-12-2011,1111638,1,45,3.43,130.07,12.89
12,6/1/12,945824,0,50,3.60,130.16,12.19
12,13-01-2012,865468,0,48,3.66,130.24,12.19
12,20-01-2012,855923,0,46,3.66,130.28,12.19
12,27-01-2012,888204,0,50,3.68,130.31,12.19
12,3/2/12,1058768,0,51,3.70,130.35,12.19
12,10/2/12,1199331,1,52,3.72,130.38,12.19
12,17-02-2012,1240049,0,52,3.78,130.45,12.19
12,24-02-2012,1112035,0,53,3.95,130.55,12.19
12,2/3/12,1147637,0,52,4.18,130.65,12.19
12,9/3/12,1113209,0,55,4.25,130.74,12.19
12,16-03-2012,1088499,0,64,4.27,130.83,12.19
12,23-03-2012,1045420,0,56,4.04,130.90,12.19
12,30-03-2012,1025382,0,64,4.29,130.97,12.19
12,6/4/12,1128766,0,64,4.12,131.04,11.63
12,13-04-2012,1083811,0,64,4.25,131.11,11.63
12,20-04-2012,1006487,0,67,4.22,131.12,11.63
12,27-04-2012,1004252,0,78,4.19,131.13,11.63
12,4/5/12,1073434,0,76,4.17,131.14,11.63
12,11/5/12,1041995,0,77,4.19,131.15,11.63
12,18-05-2012,1020486,0,85,4.11,131.10,11.63
12,25-05-2012,991514,0,84,4.29,131.03,11.63
12,1/6/12,981345,0,78,4.28,130.96,11.63
12,8/6/12,1086231,0,85,4.10,130.89,11.63
12,15-06-2012,1019556,0,86,4.14,130.83,11.63
12,22-06-2012,981386,0,92,4.01,130.79,11.63
12,29-06-2012,943125,0,90,3.88,130.76,11.63
12,6/7/12,1014899,0,89,3.77,130.72,10.93
12,13-07-2012,960313,0,96,3.72,130.68,10.93
12,20-07-2012,941550,0,86,3.73,130.70,10.93
12,27-07-2012,916968,0,93,3.77,130.72,10.93
12,3/8/12,958667,0,88,3.76,130.74,10.93
12,10/8/12,984690,0,96,3.81,130.76,10.93
12,17-08-2012,1005003,0,95,4.00,130.79,10.93
12,24-08-2012,1048101,0,85,4.06,130.84,10.93
12,31-08-2012,1061943,0,90,4.09,130.89,10.93
12,7/9/12,955146,1,89,4.12,130.93,10.93
12,14-09-2012,885892,0,84,4.13,130.98,10.93
12,21-09-2012,922735,0,83,4.13,131.01,10.93
12,28-09-2012,880416,0,81,3.97,131.04,10.93
12,5/10/12,979826,0,82,3.97,131.08,10.20
12,12/10/12,934917,0,72,4.47,131.11,10.20
12,19-10-2012,960945,0,69,4.45,131.15,10.20
12,26-10-2012,974698,0,66,4.30,131.19,10.20
13,5/2/10,1967221,0,32,2.67,126.44,8.32
13,12/2/10,2030933,1,33,2.67,126.50,8.32
13,19-02-2010,1970275,0,36,2.65,126.53,8.32
13,26-02-2010,1817850,0,30,2.67,126.55,8.32
13,5/3/10,1939980,0,41,2.68,126.58,8.32
13,12/3/10,1840687,0,38,2.73,126.60,8.32
13,19-03-2010,1879795,0,42,2.78,126.61,8.32
13,26-03-2010,1882096,0,41,2.82,126.61,8.32
13,2/4/10,2142482,0,42,2.84,126.60,8.11
13,9/4/10,1898321,0,39,2.88,126.60,8.11
13,16-04-2010,1819660,0,50,2.92,126.56,8.11
13,23-04-2010,1909331,0,56,2.94,126.47,8.11
13,30-04-2010,1785823,0,48,2.94,126.38,8.11
13,7/5/10,2005478,0,44,2.95,126.29,8.11
13,14-05-2010,1890273,0,50,2.96,126.21,8.11
13,21-05-2010,1853658,0,58,2.95,126.18,8.11
13,28-05-2010,1877359,0,53,2.91,126.16,8.11
13,4/6/10,2022705,0,60,2.87,126.14,8.11
13,11/6/10,2037881,0,65,2.84,126.11,8.11
13,18-06-2010,2003435,0,58,2.82,126.11,8.11
13,25-06-2010,1970340,0,72,2.82,126.13,8.11
13,2/7/10,2018315,0,79,2.81,126.14,7.95
13,9/7/10,1870844,0,71,2.80,126.15,7.95
13,16-07-2010,1932231,0,78,2.79,126.15,7.95
13,23-07-2010,1907351,0,82,2.80,126.13,7.95
13,30-07-2010,1817887,0,79,2.80,126.11,7.95
13,6/8/10,1969121,0,81,2.80,126.09,7.95
13,13-08-2010,1877593,0,75,2.84,126.06,7.95
13,20-08-2010,1997398,0,76,2.85,126.08,7.95
13,27-08-2010,1908278,0,75,2.85,126.09,7.95
13,3/9/10,1911853,0,66,2.87,126.10,7.95
13,10/9/10,1772144,1,66,2.87,126.11,7.95
13,17-09-2010,1790280,0,67,2.88,126.15,7.95
13,24-09-2010,1705655,0,68,2.87,126.19,7.95
13,1/10/10,1765584,0,69,2.85,126.23,7.80
13,8/10/10,1871924,0,63,2.84,126.28,7.80
13,15-10-2010,1851431,0,54,2.85,126.33,7.80
13,22-10-2010,1796950,0,57,2.85,126.38,7.80
13,29-10-2010,1887895,0,45,2.84,126.44,7.80
13,5/11/10,1854968,0,50,2.83,126.49,7.80
13,12/11/10,1939965,0,43,2.83,126.55,7.80
13,19-11-2010,1925394,0,42,2.84,126.61,7.80
13,26-11-2010,2766400,1,28,2.83,126.67,7.80
13,3/12/10,2083380,0,26,2.81,126.73,7.80
13,10/12/10,2461468,0,37,2.82,126.79,7.80
13,17-12-2010,2771647,0,35,2.84,126.88,7.80
13,24-12-2010,3595903,0,35,2.85,126.98,7.80
13,31-12-2010,1675292,1,27,2.87,127.09,7.80
13,7/1/11,1744544,0,17,2.89,127.19,7.47
13,14-01-2011,1682316,0,21,2.90,127.30,7.47
13,21-01-2011,1770177,0,35,2.93,127.44,7.47
13,28-01-2011,1633663,0,32,2.96,127.58,7.47
13,4/2/11,1848187,0,23,2.97,127.72,7.47
13,11/2/11,1944439,1,31,3.03,127.86,7.47
13,18-02-2011,2003481,0,41,3.06,128.00,7.47
13,25-02-2011,1831934,0,33,3.12,128.13,7.47
13,4/3/11,1894961,0,34,3.23,128.26,7.47
13,11/3/11,1852433,0,41,3.35,128.40,7.47
13,18-03-2011,1852444,0,45,3.41,128.51,7.47
13,25-03-2011,1807545,0,42,3.44,128.62,7.47
13,1/4/11,1864239,0,42,3.49,128.72,7.19
13,8/4/11,1887465,0,43,3.55,128.82,7.19
13,15-04-2011,1950994,0,42,3.62,128.91,7.19
13,22-04-2011,2124316,0,48,3.66,128.96,7.19
13,29-04-2011,1895583,0,44,3.68,129.00,7.19
13,6/5/11,1986380,0,48,3.74,129.04,7.19
13,13-05-2011,1958824,0,52,3.77,129.09,7.19
13,20-05-2011,1860924,0,52,3.80,129.08,7.19
13,27-05-2011,1866370,0,55,3.78,129.06,7.19
13,3/6/11,1935594,0,53,3.75,129.05,7.19
13,10/6/11,1997817,0,61,3.73,129.04,7.19
13,17-06-2011,2086433,0,63,3.70,129.04,7.19
13,24-06-2011,2009163,0,66,3.67,129.07,7.19
13,1/7/11,2048036,0,74,3.61,129.09,6.88
13,8/7/11,2021699,0,77,3.56,129.11,6.88
13,15-07-2011,1956813,0,76,3.55,129.13,6.88
13,22-07-2011,1987089,0,79,3.56,129.15,6.88
13,29-07-2011,1880786,0,78,3.57,129.17,6.88
13,5/8/11,2076232,0,76,3.60,129.18,6.88
13,12/8/11,1970341,0,76,3.61,129.20,6.88
13,19-08-2011,2090341,0,77,3.58,129.24,6.88
13,26-08-2011,2035245,0,82,3.57,129.28,6.88
13,2/9/11,1953629,0,77,3.58,129.33,6.88
13,9/9/11,1872921,1,70,3.62,129.37,6.88
13,16-09-2011,1923224,0,68,3.64,129.43,6.88
13,23-09-2011,1847431,0,64,3.65,129.52,6.88
13,30-09-2011,1835663,0,68,3.62,129.61,6.88
13,7/10/11,2067233,0,61,3.59,129.69,6.39
13,14-10-2011,1929659,0,52,3.57,129.77,6.39
13,21-10-2011,1973544,0,55,3.58,129.78,6.39
13,28-10-2011,1948734,0,47,3.57,129.79,6.39
13,4/11/11,2036318,0,44,3.54,129.81,6.39
13,11/11/11,2111592,0,34,3.51,129.82,6.39
13,18-11-2011,2016324,0,41,3.49,129.83,6.39
13,25-11-2011,2864171,1,39,3.45,129.84,6.39
13,2/12/11,2051316,0,34,3.39,129.85,6.39
13,9/12/11,2462779,0,25,3.34,129.86,6.39
13,16-12-2011,2760347,0,28,3.28,129.90,6.39
13,23-12-2011,3556766,0,25,3.19,129.98,6.39
13,30-12-2011,1969057,1,32,3.12,130.07,6.39
13,6/1/12,1865753,0,34,3.08,130.16,6.10
13,13-01-2012,1794963,0,26,3.06,130.24,6.10
13,20-01-2012,1811606,0,33,3.05,130.28,6.10
13,27-01-2012,1733983,0,34,3.06,130.31,6.10
13,3/2/12,1927781,0,31,3.08,130.35,6.10
13,10/2/12,2069285,1,34,3.12,130.38,6.10
13,17-02-2012,2214477,0,37,3.12,130.45,6.10
13,24-02-2012,1929768,0,35,3.15,130.55,6.10
13,2/3/12,1969743,0,32,3.24,130.65,6.10
13,9/3/12,1986446,0,38,3.38,130.74,6.10
13,16-03-2012,2025583,0,53,3.53,130.83,6.10
13,23-03-2012,1904422,0,48,3.67,130.90,6.10
13,30-03-2012,1948983,0,53,3.73,130.97,6.10
13,6/4/12,2271615,0,49,3.79,131.04,5.97
13,13-04-2012,2057638,0,52,3.83,131.11,5.97
13,20-04-2012,1955689,0,50,3.85,131.12,5.97
13,27-04-2012,1970122,0,65,3.84,131.13,5.97
13,4/5/12,1995995,0,54,3.83,131.14,5.97
13,11/5/12,2080764,0,56,3.81,131.15,5.97
13,18-05-2012,2131901,0,65,3.81,131.10,5.97
13,25-05-2012,2043349,0,62,3.80,131.03,5.97
13,1/6/12,2035431,0,61,3.79,130.96,5.97
13,8/6/12,2182438,0,68,3.78,130.89,5.97
13,15-06-2012,2152229,0,66,3.76,130.83,5.97
13,22-06-2012,2094373,0,73,3.74,130.79,5.97
13,29-06-2012,2037664,0,82,3.68,130.76,5.97
13,6/7/12,2184980,0,79,3.63,130.72,5.77
13,13-07-2012,2002751,0,84,3.60,130.68,5.77
13,20-07-2012,2053089,0,76,3.56,130.70,5.77
13,27-07-2012,1914431,0,80,3.54,130.72,5.77
13,3/8/12,2044148,0,82,3.51,130.74,5.77
13,10/8/12,2041020,0,82,3.51,130.76,5.77
13,17-08-2012,2095769,0,79,3.55,130.79,5.77
13,24-08-2012,2059458,0,77,3.58,130.84,5.77
13,31-08-2012,2073855,0,79,3.62,130.89,5.77
13,7/9/12,2165796,1,71,3.69,130.93,5.77
13,14-09-2012,1919917,0,69,3.75,130.98,5.77
13,21-09-2012,1938380,0,68,3.82,131.01,5.77
13,28-09-2012,1927664,0,65,3.82,131.04,5.77
13,5/10/12,2041919,0,62,3.82,131.08,5.62
13,12/10/12,1999079,0,55,3.80,131.11,5.62
13,19-10-2012,2018010,0,52,3.78,131.15,5.62
13,26-10-2012,2035190,0,47,3.76,131.19,5.62
14,5/2/10,2623470,0,27,2.78,181.87,8.99
14,12/2/10,1704219,1,28,2.77,181.98,8.99
14,19-02-2010,2204557,0,31,2.75,182.03,8.99
14,26-02-2010,2095592,0,35,2.75,182.08,8.99
14,5/3/10,2237545,0,37,2.78,182.12,8.99
14,12/3/10,2156035,0,46,2.82,182.16,8.99
14,19-03-2010,2066219,0,49,2.84,182.08,8.99
14,26-03-2010,2050396,0,54,2.85,181.97,8.99
14,2/4/10,2495631,0,48,2.85,181.87,8.90
14,9/4/10,2258781,0,65,2.87,181.76,8.90
14,16-04-2010,2121789,0,54,2.90,181.69,8.90
14,23-04-2010,2138145,0,53,2.90,181.68,8.90
14,30-04-2010,2082355,0,53,2.92,181.66,8.90
14,7/5/10,2370117,0,71,2.97,181.65,8.90
14,14-05-2010,2129771,0,54,2.98,181.66,8.90
14,21-05-2010,2108187,0,63,2.96,181.85,8.90
14,28-05-2010,2227152,0,69,2.90,182.05,8.90
14,4/6/10,2363601,0,76,2.85,182.24,8.90
14,11/6/10,2249570,0,70,2.81,182.43,8.90
14,18-06-2010,2248646,0,73,2.78,182.44,8.90
14,25-06-2010,2246180,0,79,2.81,182.38,8.90
14,2/7/10,2334788,0,77,2.82,182.32,8.74
14,9/7/10,2236209,0,82,2.79,182.26,8.74
14,16-07-2010,2130287,0,78,2.78,182.26,8.74
14,23-07-2010,2044155,0,81,2.77,182.35,8.74
14,30-07-2010,2054843,0,80,2.78,182.44,8.74
14,6/8/10,2219814,0,77,2.78,182.53,8.74
14,13-08-2010,2052985,0,78,2.81,182.62,8.74
14,20-08-2010,2057138,0,76,2.78,182.62,8.74
14,27-08-2010,2020332,0,71,2.76,182.61,8.74
14,3/9/10,2182564,0,78,2.72,182.60,8.74
14,10/9/10,2191768,1,71,2.70,182.60,8.74
14,17-09-2010,1953540,0,67,2.71,182.62,8.74
14,24-09-2010,1879891,0,69,2.71,182.67,8.74
14,1/10/10,1855704,0,71,2.71,182.72,8.72
14,8/10/10,2091663,0,56,2.76,182.76,8.72
14,15-10-2010,1932163,0,59,2.87,182.81,8.72
14,22-10-2010,1936621,0,53,2.92,182.86,8.72
14,29-10-2010,1984768,0,61,2.92,182.90,8.72
14,5/11/10,2078417,0,46,2.92,182.95,8.72
14,12/11/10,2092189,0,46,2.93,182.99,8.72
14,19-11-2010,1968463,0,50,3.00,182.90,8.72
14,26-11-2010,2921710,1,46,3.04,182.78,8.72
14,3/12/10,2258490,0,41,3.05,182.67,8.72
14,10/12/10,2600519,0,31,3.11,182.55,8.72
14,17-12-2010,2762861,0,31,3.14,182.52,8.72
14,24-12-2010,3818686,0,31,3.14,182.54,8.72
14,31-12-2010,1623716,1,30,3.18,182.57,8.72
14,7/1/11,1864746,0,34,3.19,182.60,8.55
14,14-01-2011,1699096,0,25,3.21,182.66,8.55
14,21-01-2011,1743189,0,31,3.23,182.92,8.55
14,28-01-2011,1613718,0,24,3.24,183.18,8.55
14,4/2/11,1995892,0,29,3.23,183.44,8.55
14,11/2/11,1980405,1,30,3.24,183.70,8.55
14,18-02-2011,2019032,0,41,3.25,183.94,8.55
14,25-02-2011,1875709,0,36,3.27,184.16,8.55
14,4/3/11,2041216,0,39,3.43,184.39,8.55
14,11/3/11,1931105,0,45,3.58,184.61,8.55
14,18-03-2011,1932491,0,47,3.63,184.81,8.55
14,25-03-2011,1879451,0,42,3.63,184.99,8.55
14,1/4/11,1869111,0,37,3.64,185.18,8.52
14,8/4/11,2037799,0,49,3.72,185.36,8.52
14,15-04-2011,1974961,0,54,3.82,185.53,8.52
14,22-04-2011,2256461,0,53,3.89,185.67,8.52
14,29-04-2011,1930618,0,66,3.96,185.80,8.52
14,6/5/11,2095600,0,58,4.05,185.94,8.52
14,13-05-2011,2004330,0,60,4.07,186.07,8.52
14,20-05-2011,1959968,0,62,4.06,185.97,8.52
14,27-05-2011,2080694,0,70,3.99,185.86,8.52
14,3/6/11,2079899,0,76,3.92,185.75,8.52
14,10/6/11,2132446,0,74,3.88,185.65,8.52
14,17-06-2011,2082083,0,69,3.84,185.67,8.52
14,24-06-2011,2069524,0,75,3.80,185.79,8.52
14,1/7/11,2074668,0,74,3.75,185.91,8.63
14,8/7/11,2063401,0,77,3.71,186.03,8.63
14,15-07-2011,1953545,0,78,3.76,186.14,8.63
14,22-07-2011,1882071,0,82,3.81,186.22,8.63
14,29-07-2011,1871021,0,81,3.83,186.30,8.63
14,5/8/11,2066021,0,78,3.84,186.37,8.63
14,12/8/11,1928774,0,77,3.81,186.45,8.63
14,19-08-2011,1896874,0,73,3.75,186.51,8.63
14,26-08-2011,2273471,0,73,3.70,186.56,8.63
14,2/9/11,1750891,0,71,3.70,186.62,8.63
14,9/9/11,2202743,1,71,3.74,186.67,8.63
14,16-09-2011,1864638,0,69,3.74,186.80,8.63
14,23-09-2011,1871556,0,64,3.71,187.03,8.63
14,30-09-2011,1809989,0,71,3.65,187.26,8.63
14,7/10/11,2078797,0,56,3.58,187.48,8.52
14,14-10-2011,1890871,0,64,3.54,187.69,8.52
14,21-10-2011,2009005,0,60,3.57,187.78,8.52
14,28-10-2011,2056846,0,52,3.57,187.88,8.52
14,4/11/11,2174057,0,44,3.55,187.97,8.52
14,11/11/11,2081535,0,48,3.53,188.06,8.52
14,18-11-2011,1969361,0,51,3.53,188.20,8.52
14,25-11-2011,2685352,1,49,3.49,188.35,8.52
14,2/12/11,2143081,0,50,3.45,188.50,8.52
14,9/12/11,2470581,0,47,3.42,188.65,8.52
14,16-12-2011,2594363,0,40,3.41,188.80,8.52
14,23-12-2011,3369069,0,42,3.39,188.93,8.52
14,30-12-2011,1914149,1,38,3.39,189.06,8.52
14,6/1/12,1859145,0,36,3.42,189.19,8.42
14,13-01-2012,1696248,0,41,3.51,189.33,8.42
14,20-01-2012,1789113,0,32,3.53,189.42,8.42
14,27-01-2012,1595362,0,38,3.57,189.52,8.42
14,3/2/12,1877410,0,43,3.62,189.61,8.42
14,10/2/12,2077256,1,37,3.64,189.71,8.42
14,17-02-2012,2020551,0,37,3.70,189.84,8.42
14,24-02-2012,1875040,0,43,3.74,190.01,8.42
14,2/3/12,1926005,0,42,3.82,190.17,8.42
14,9/3/12,2020839,0,46,3.85,190.34,8.42
14,16-03-2012,1941041,0,51,3.86,190.46,8.42
14,23-03-2012,1893448,0,59,3.90,190.54,8.42
14,30-03-2012,1905033,0,50,3.95,190.61,8.42
14,6/4/12,2376022,0,50,4.00,190.69,8.57
14,13-04-2012,1912910,0,52,4.04,190.76,8.57
14,20-04-2012,1875686,0,63,4.03,190.81,8.57
14,27-04-2012,1784030,0,53,4.00,190.87,8.57
14,4/5/12,1949354,0,55,3.95,190.92,8.57
14,11/5/12,1987531,0,61,3.89,190.98,8.57
14,18-05-2012,1932233,0,66,3.85,191.00,8.57
14,25-05-2012,2030870,0,67,3.80,191.00,8.57
14,1/6/12,2049485,0,74,3.74,191.01,8.57
14,8/6/12,2099616,0,64,3.69,191.02,8.57
14,15-06-2012,1905734,0,72,3.62,191.03,8.57
14,22-06-2012,1660229,0,74,3.56,191.06,8.57
14,29-06-2012,1591835,0,75,3.51,191.10,8.57
14,6/7/12,1862129,0,83,3.48,191.13,8.68
14,13-07-2012,1544422,0,80,3.52,191.17,8.68
14,20-07-2012,1553250,0,79,3.57,191.17,8.68
14,27-07-2012,1479515,0,77,3.65,191.17,8.68
14,3/8/12,1656886,0,77,3.65,191.16,8.68
14,10/8/12,1648570,0,79,3.72,191.16,8.68
14,17-08-2012,1660433,0,76,3.81,191.23,8.68
14,24-08-2012,1621841,0,73,3.83,191.34,8.68
14,31-08-2012,1613342,0,75,3.87,191.46,8.68
14,7/9/12,1904512,1,76,3.91,191.58,8.68
14,14-09-2012,1554794,0,68,3.95,191.70,8.68
14,21-09-2012,1565352,0,65,4.04,191.86,8.68
14,28-09-2012,1522512,0,65,4.00,192.01,8.68
14,5/10/12,1687592,0,65,3.99,192.17,8.67
14,12/10/12,1639586,0,54,4.00,192.33,8.67
14,19-10-2012,1590275,0,56,3.97,192.33,8.67
14,26-10-2012,1704358,0,59,3.88,192.31,8.67
15,5/2/10,652122,0,20,2.95,131.53,8.35
15,12/2/10,682447,1,22,2.94,131.59,8.35
15,19-02-2010,660839,0,28,2.91,131.64,8.35
15,26-02-2010,564883,0,30,2.91,131.69,8.35
15,5/3/10,605325,0,32,2.92,131.74,8.35
15,12/3/10,604174,0,41,2.94,131.78,8.35
15,19-03-2010,593711,0,45,2.96,131.82,8.35
15,26-03-2010,592111,0,40,2.96,131.86,8.35
15,2/4/10,718471,0,45,2.96,131.90,8.19
15,9/4/10,634606,0,58,2.99,131.94,8.19
15,16-04-2010,641209,0,50,3.01,131.98,8.19
15,23-04-2010,643098,0,47,3.02,132.02,8.19
15,30-04-2010,570791,0,49,3.04,132.06,8.19
15,7/5/10,661349,0,63,3.10,132.11,8.19
15,14-05-2010,594385,0,47,3.11,132.15,8.19
15,21-05-2010,616598,0,59,3.10,132.22,8.19
15,28-05-2010,744773,0,71,3.05,132.29,8.19
15,4/6/10,693193,0,70,3.01,132.36,8.19
15,11/6/10,619337,0,61,2.97,132.44,8.19
15,18-06-2010,652330,0,66,2.94,132.47,8.19
15,25-06-2010,672194,0,73,2.96,132.50,8.19
15,2/7/10,709337,0,66,2.96,132.52,8.10
15,9/7/10,691498,0,77,2.94,132.55,8.10
